parm,estimate,stderr,z,p,min95,max95
"1._at#0.inner",118094.4,6352.4651,18.590327,3.848e-77,105643.8,130545
"1._at#1.inner",486984.63,116047.97,4.1964082,.00002712,259534.8,714434.47
"2._at#0.inner",120827.28,5436.1848,22.226485,1.90e-109,110172.55,131482.01
"2._at#1.inner",468719.79,111433.54,4.206272,.00002596,250314.06,687125.53
"3._at#0.inner",123438.86,4690.3473,26.317638,1.20e-152,114245.95,132631.77
"3._at#1.inner",450930.59,106941.22,4.2166209,.0000248,241329.65,660531.53
"4._at#0.inner",125933.69,4113.124,30.617527,7.15e-206,117872.11,133995.26
"4._at#1.inner",433610.89,102569.39,4.2274884,.00002363,232578.59,634643.2
"5._at#0.inner",128316.3,3696.2153,34.715591,4.58e-264,121071.85,135560.75
"5._at#1.inner",416754.6,98316.436,4.2389108,.00002246,224057.93,609451.27
"6._at#0.inner",130591.25,3421.223,38.170925,0,123885.77,137296.72
"6._at#1.inner",400355.59,94180.755,4.2509278,.00002129,215764.7,584946.48
"7._at#0.inner",132763.07,3259.3643,40.732811,0,126374.83,139151.31
"7._at#1.inner",384407.74,90160.737,4.2635825,.00002012,207695.95,561119.54
"8._at#0.inner",134836.32,3176.0555,42.454019,0,128611.36,141061.27
"8._at#1.inner",368904.95,86254.772,4.2769222,.00001895,199848.7,537961.19
"9._at#0.inner",136815.53,3137.7482,43.603094,0,130665.66,142965.4
"9._at#1.inner",353841.08,82461.25,4.2909983,.00001779,192220,515462.16
"10._at#0.inner",138705.26,3116.9652,44.500098,0,132596.12,144814.4
"10._at#1.inner",339210.03,78778.564,4.3058672,.00001663,184806.88,493613.18
"11._at#0.inner",140510.04,3094.0146,45.413502,0,134445.88,146574.19
"11._at#1.inner",325005.68,75205.105,4.3215907,.00001549,177606.39,472404.98
"12._at#0.inner",142234.42,3056.3936,46.536682,0,136243.99,148224.84
"12._at#1.inner",311221.91,71739.263,4.3382368,.00001436,170615.54,451828.29
"13._at#0.inner",143882.94,2997.3462,48.003444,0,138008.25,149757.63
"13._at#1.inner",297852.61,68379.432,4.3558801,.00001325,163831.38,431873.83
"14._at#0.inner",145460.15,2914.45,49.909983,0,139747.93,151172.37
"14._at#1.inner",284891.65,65124.003,4.3746029,.00001217,157250.95,412532.35
"15._at#0.inner",146970.6,2808.5394,52.329904,0,141465.96,152475.23
"15._at#1.inner",272332.93,61971.368,4.394496,.0000111,150871.28,393794.58
"16._at#0.inner",148418.82,2682.9947,55.318342,0,143160.24,153677.39
"16._at#1.inner",260170.32,58919.92,4.4156597,.00001007,144689.4,375651.24
"17._at#0.inner",149809.36,2543.3315,58.902806,0,144824.52,154794.2
