parm,estimate,stderr,z,p,min95,max95
"1._at#0.inner",64658.405,1361.5655,47.488279,0,61989.786,67327.025
"1._at#1.inner",380627.62,127121.14,2.9942117,.00275155,131474.75,629780.48
"2._at#0.inner",66429.204,1128.097,58.886076,0,64218.175,68640.234
"2._at#1.inner",366334.05,122135.29,2.999412,.00270501,126953.28,605714.81
"3._at#0.inner",68111.678,936.84042,72.703608,0,66275.505,69947.852
"3._at#1.inner",352410.54,117279.53,3.0048767,.00265689,122546.88,582274.2
"4._at#0.inner",69710.656,788.73653,88.382689,0,68164.76,71256.551
"4._at#1.inner",338852.35,112552.19,3.0106241,.00260711,118254.1,559450.6
"5._at#0.inner",71230.964,683.62813,104.19548,0,69891.077,72570.85
"5._at#1.inner",325654.72,107951.57,3.0166742,.00255564,114073.53,537235.92
"6._at#0.inner",72677.432,618.29569,117.54478,0,71465.595,73889.269
"6._at#1.inner",312812.92,103475.98,3.0230486,.00250242,110003.72,515622.11
"7._at#0.inner",74054.888,585.14019,126.55922,0,72908.034,75201.741
"7._at#1.inner",300322.17,99123.72,3.029771,.00244739,106043.25,494601.09
"8._at#0.inner",75368.16,573.43426,131.43296,0,74244.249,76492.07
"8._at#1.inner",288177.75,94893.101,3.0368672,.00239051,102190.69,474164.81
"9._at#0.inner",76622.076,572.4662,133.84559,0,75500.063,77744.089
"9._at#1.inner",276374.89,90782.431,3.0443653,.00233172,98444.592,454305.18
"10._at#0.inner",77821.465,573.90716,135.5994,0,76696.628,78946.303
"10._at#1.inner",264908.85,86790.018,3.0522962,.00227098,94803.536,435014.15
"11._at#0.inner",78971.156,572.35918,137.97482,0,77849.352,80092.959
"11._at#1.inner",253774.87,82914.169,3.0606936,.00220825,91266.085,416283.65
"12._at#0.inner",80075.975,564.86445,141.7614,0,78968.861,81183.089
"12._at#1.inner",242968.21,79153.192,3.0695946,.0021435,87830.805,398105.62
"13._at#0.inner",81140.752,550.23023,147.46691,0,80062.321,82219.184
"13._at#1.inner",232484.12,75505.395,3.0790399,.00207669,84496.265,380471.97
"14._at#0.inner",82170.315,528.51692,155.47339,0,81134.441,83206.19
"14._at#1.inner",222317.84,71969.085,3.0890742,.00200781,81261.029,363374.66
"15._at#0.inner",83169.493,500.74131,166.09273,0,82188.058,84150.928
"15._at#1.inner",212464.64,68542.573,3.099747,.00193686,78123.663,346805.61
"16._at#0.inner",84143.112,468.76288,179.50037,0,83224.354,85061.871
"16._at#1.inner",202919.75,65224.164,3.111113,.00186384,75082.734,330756.76
"17._at#0.inner",85096.003,435.30844,195.48439,0,84242.814,85949.192
"17._at#1.inner",193678.43,62012.17,3.1232325,.00178876,72136.806,315220.04
"18._at#0.inner",86032.992,404.05985,212.92141,0,85241.05,86824.935
"18._at#1.inner",184735.92,58904.897,3.1361725,.00171168,69284.444,300187.4
"19._at#0.inner",86958.909,379.61475,229.07147,0,86214.878,87702.94
"19._at#1.inner",176087.48,55900.656,3.1500075,.00163266,66524.212,285650.76
"20._at#0.inner",87878.582,366.93205,239.49552,0,87159.408,88597.755
"20._at#1.inner",167728.37,52997.756,3.1648202,.00155179,63854.674,271602.06
"21._at#0.inner",88796.838,369.93294,240.03496,0,88071.783,89521.893
"21._at#1.inner",159653.82,50194.506,3.180703,.00146918,61274.393,258033.24
"22._at#0.inner",89718.506,389.83237,230.14637,0,88954.449,90482.564
"22._at#1.inner",151859.09,47489.216,3.1977594,.001385,58781.932,244936.24
"23._at#0.inner",90648.416,424.70608,213.438,0,89816.007,91480.824
"23._at#1.inner",144339.42,44880.198,3.2161049,.00129943,56375.852,232302.99
"24._at#0.inner",91591.393,470.70482,194.5835,0,90668.829,92513.958
"24._at#1.inner",137090.08,42365.761,3.2358696,.00121273,54054.714,220125.45
"25._at#0.inner",92552.268,523.59997,176.76141,0,91526.031,93578.505
"25._at#1.inner",130106.3,39944.217,3.2572,.00112517,51817.078,208395.53
"26._at#0.inner",93535.868,579.63395,161.37058,0,92399.807,94671.93
"26._at#1.inner",123383.35,37613.878,3.2802613,.00103711,49661.502,197105.2
"27._at#0.inner",94547.022,635.7251,148.72312,0,93301.024,95793.02
"27._at#1.inner",116916.46,35373.057,3.3052405,.00094895,47586.544,186246.38
"28._at#0.inner",95590.558,689.39935,138.65774,0,94239.36,96941.756
"28._at#1.inner",110700.89,33220.067,3.3323501,.00086116,45590.759,175811.03
"29._at#0.inner",96671.304,738.67599,130.87105,0,95223.525,98119.082
"29._at#1.inner",104731.9,31153.222,3.3618319,.00077427,43672.702,165791.09
"30._at#0.inner",97794.088,781.98818,125.05827,0,96261.419,99326.757
"30._at#1.inner",99004.718,29170.838,3.3939621,.00068889,41830.926,156178.51
"31._at#0.inner",98963.739,818.15619,120.95947,0,97360.182,100567.3
"31._at#1.inner",93514.61,27271.231,3.4290572,.00060568,40063.979,146965.24
"32._at#0.inner",100185.09,846.41604,118.36388,0,98526.14,101844.03
"32._at#1.inner",88256.821,25452.718,3.4674812,.00052536,38370.41,138143.23
"33._at#0.inner",101462.95,866.50857,117.094,0,99764.629,103161.28
"33._at#1.inner",83226.602,23713.62,3.5096541,.00044869,36748.762,129704.44
"34._at#0.inner",102802.18,878.84086,116.97473,0,101079.68,104524.67
"34._at#1.inner",78419.204,22052.256,3.5560626,.00037645,35197.576,121640.83
"35._at#0.inner",104207.58,884.73804,117.78354,0,102473.52,105941.63
"35._at#1.inner",73829.876,20466.952,3.6072727,.00030943,33715.388,113944.36
"36._at#0.inner",105683.99,886.79852,119.17474,0,103945.89,107422.08
"36._at#1.inner",69453.869,18956.032,3.6639455,.00024836,32300.728,106607.01
"37._at#0.inner",107236.23,889.33065,120.58083,0,105493.18,108979.29
"37._at#1.inner",65286.432,17517.827,3.7268568,.00019388,30952.123,99620.741
"38._at#0.inner",108869.14,898.74441,121.13471,0,107107.64,110630.65
"38._at#1.inner",61322.816,16150.668,3.7969213,.0001465,29668.088,92977.544
"39._at#0.inner",110587.55,923.58333,119.73749,0,108777.36,112397.74
"39._at#1.inner",57558.271,14852.895,3.8752224,.00010653,28447.132,86669.41
"40._at#0.inner",112396.27,973.74404,115.42692,0,110487.77,114304.77
"40._at#1.inner",53988.047,13622.849,3.963051,.000074,27287.753,80688.341
"41._at#0.inner",114300.15,1058.738,107.95886,0,112225.06,116375.23
"41._at#1.inner",50607.395,12458.882,4.061953,.00004866,26188.434,75026.355
"42._at#0.inner",116304,1185.7438,98.08527,0,113979.98,118628.01
"42._at#1.inner",47411.563,11359.352,4.173791,.00002996,25147.642,69675.485
"43._at#0.inner",118412.66,1358.7069,87.150994,0,115749.64,121075.67
"43._at#1.inner",44395.804,10322.629,4.3008234,.00001702,24163.823,64627.785
"44._at#0.inner",120630.95,1578.8886,76.402446,0,117536.39,123725.52
